DATE DE CLASSEMENT;DATE DE PUBLICATION DE L'ETABLISSEMENT;TYPOLOGIE ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION;NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;TÉLÉPHONE;COURRIEL;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITES D'HABITATION;NOMBRE DE LOGEMENTS
41099;41099;CAMPING;4 étoiles;Loisirs;-;CAMPING LE PRÉJOLY;CHEMIN DU HALAGE;59122;HONDSCHOOTE;3367630712;info@campingleprejoly.fr;http://www.campingleprejoly.fr;-;-;-;95;-;-
40914;40914;CAMPING;4 étoiles;Loisirs;-;SARL LA GARENNE;5 chemin des limites ;59122;LES MOËRES;328268649;lelieur.lagarenne@wanadoo.fr;http://camping-ghyvelde.com;-;-;-;117;-;-
41919;41919;CAMPING;1 étoile;Loisirs;-;CAMPING DU PONT CHARLET;35 ruelle de la blanche;59116;HOUPLINES;967171062;sci-du-pont-charlet@orange.fr;http://www.camping-du-pont-charlet.com/;-;-;-;40;-;-
41110;41110;CAMPING;2 étoiles;Loisirs;-;CAMPING  LES  ALOUETTES;140 rue brune;59116;HOUPLINES;320356942;campimage@wanadoo.fr;www.camping-lesalouettes.com;-;-;-;81;-;-
41110;41110;CAMPING;3 étoiles;Loisirs;-;CAMPING DE L'IMAGE;140 rue brune;59116;HOUPLINES;320356942;campimage@wanadoo.fr;http://www.campingimage.com/;-;-;-;102;-;-
41115;41115;CAMPING;3 étoiles;Loisirs;-;CAMPING LE ROMANTIC;Hameau de Ryveld, 51 rue des frères Patteyn;59114;STEENVOORDE;633210316;georges.bafcop@orange.fr;http://www.leromantic.fr/;-;-;-;60;-;-
41687;41687;HÔTEL;2 étoiles;-;-;HÔTEL B&B LILLE SECLIN;Rue de l'Hôtellerie;59113;SECLIN;892788054;bb_4262@hotelbb.com;www.hotelbb.com;-;192;80;-;-;-
41428;41428;HÔTEL;1 étoile;-;-;HÔTEL PREMIÈRE CLASSE LILLE SUD - SECLIN;zac de l'épinette;59113;SECLIN;320967214;manager.lille.seclin@premiereclasse.fr;http://www.premiereclasse.com/;-;140;69;-;-;-
41053;41089;HÔTEL;3 étoiles;-;-;HÔTEL CAMPANILE;zac de l'epinette 51 rue de l'hôtellerie;59113;SECLIN;320967463;lille.seclin@campanile.fr;http://WWW.CAMPANILE.FR;-;100;49;-;-;-
40928;40990;HÔTEL;3 étoiles;-;-;AUBERGE DU FORGERON;17 RUE ROGER BOUVRY;59113;SECLIN;320900952;contact@aubergeduforgeron.com;http://www.aubergeduforgeron.com;-;33;16;-;-;-
41199;41199;CAMPING;2 étoiles;Loisirs;-;CAMPING LE FLEURY;11 rue de bouchain;59111;WAVRECHAIN-SOUS-FAULX;327357116;camping.fleury@live.fr;www.aventurier.fr/fr/france/nord/59_dec_lefleury/index.shtml;-;-;-;220;-;-
42159;42159;HÔTEL;3 étoiles;-;-;HÔTEL CAMPANILE LILLE EURALILLE;23 Allée Vauban;59110;LA MADELEINE;362145281;lille.euralille@campanile.fr;http://www.campanile-lille-euralille.fr/fr;-;216;108;-;-;-
41138;41138;RÉSIDENCE DE TOURISME;2 étoiles;-;-;APPART'CITY LILLE EURALILLE ;30 les Jardins de l'Europe, Place Vauban;59110;LA MADELEINE;320060470;lille@appartcity.com;www.appartcity.com;-;314;-;-;134;-
40962;40962;HÔTEL;3 étoiles;-;-;ART DÉCO ROMARIN;110 Avenue DE LA RéPUBLIQUE;59110;LA MADELEINE;320148181;direction@hotel-artdecolille.com;http://www.hotel-artdecolille.com;-;112;56;-;-;-
42444;42444;HÔTEL;2 étoiles;-;-;HÔTEL B&B LILLE ROUBAIX CENTRE GARE;22 Place de la Gare;59100;ROUBAIX;08 90 64 98 92;bb_4581@hotelbb.com;http://www.hotel-bb.com/;-;180;85;-;-;-
41375;41375;HÔTEL;4 étoiles;-;-;MERCURE LILLE ROUBAIX GRAND HÔTEL;22 AVENUE JEAN LEBAS;59100;ROUBAIX;328521398;h7951-gm@accor.com;http://www.mercure.com;-;577;88;-;-;-
41018;41019;HÔTEL;3 étoiles;-;-;CAMPANILE LILLE NORD ROUBAIX;36 RUE DE LA COMMUNAUTE URBAINE ;59100;ROUBAIX;320701920;manager.lille.roubaix@campanile.fr;http://www.campanile-lille-nord-roubaix.fr/fr/index.aspx;-;100;50;-;-;-
40921;40935;HÔTEL;3 étoiles;-;-;IBIS LILLE ROUBAIX CENTRE;37 BOULEVARD DU GENERAL LECLERC;59100;ROUBAIX;320450000;H1017-GM@accor.com;http://www.ibishotel.com;-;373;94;-;-;-
41102;41102;HÔTEL;4 étoiles;-;-;HÔTEL ALLIANCE COUVENT DES MINIMES;17 QUAI DU WAULT B.P 133;59027;LILLE;320306262;remy.fenart@alliance-couventdesminimes.com;http://www.alliance-lille.com;-;614;83;-;-;-
42508;42508;HÔTEL;5 étoiles;-;-;HÔTEL BARRIÈRE LILLE;777 BIS PONT DE FLANDRES;59000;LILLE;328144500;hotelbarrierelille@lucienbarriere.com;http://www.hotelsbarriere.com/fr/lille/hotel-barriere.html;-;315;142;-;-;-
42472;42472;HÔTEL;3 étoiles;-;-;HÔTEL IBIS STYLES LILLE CENTRE GARE BEFFROI;172 RUE DE PARIS;59000;LILLE;320300054;h1384@accor.com;http://www.ibis.com/fr/hotel-1384-ibis-styles-lille-centre-gare-beffroi/index.shtml;-;280;140;-;-;-
42396;42396;HÔTEL;3 étoiles;-;-;HÔTEL HOLIDAY INN EXPRESS LILLE CENTRE;75 bis rue Léon Gambetta;59000;LILLE;320429090;reservation@holidayinn-lille.com;http://www.holidayinn-lille.com;-;201;103;-;-;-
42151;42151;HÔTEL;5 étoiles;-;-;HÔTEL CLARANCE;32 rue de la barre;59000;LILLE;359363559;clarance@clarancehotel.com;http://www.clarancehotel.com/;-;38;19;-;-;-
41970;41970;HÔTEL;5 étoiles;-;-;L'HERMITAGE GANTOIS;224 rue de paris;59000;LILLE;320853030;reservation@gantoislille.com;www.hotelhermitagegantois.com;-;144;72;-;-;-
41813;41813;HÔTEL;3 étoiles;-;-;HÔTEL DE LA PAIX;46 bis rue de Paris;59000;LILLE;3020546393;hotelpaixlille@aol.com;www.hotel-la-paix.com;-;66;36;-;-;-
41547;41547;HÔTEL;2 étoiles;-;-;HÔTEL B&B LILLE CENTRE GRAND PALAIS;Rue Berthe Morisot;59000;LILLE;892702206;bb_4514@hotelbb.com;http://www.hotel-bb.com/;-;285;127;-;-;-
41540;41540;HÔTEL;4 étoiles;-;-;BEST WESTERN PREMIER WHY HOTEL ;7 Bis Square Morisson ;59000;LILLE;320503030;reservation@why-hotel.com;www.why-hotel.com;-;112;46;-;-;-
41289;41289;HÔTEL;3 étoiles;-;-;HÔTEL BRUEGHEL;5 PARVIS SAINT MAURICE;59000;LILLE;320060669;hotel.brueghel@nordnet.fr;http://www.hotel-brueghel-lille.com;-;125;63;-;-;-
41236;41236;HÔTEL;3 étoiles;-;-;HÔTEL KANAÏ;10 rue de béthune;59000;LILLE;320571478;reception@hotelkanai.com;www.hotelkanai.com;-;60;31;-;-;-
41227;41227;HÔTEL;2 étoiles;-;-;HÔTEL SAINT-MAURICE;8 PARVIS SAINT-MAURICE;59000;LILLE ;320062740;reservation@hotelsaintmaurice.com;http://www.hotelsaintmaurice.com;-;84;38;-;-;-
41162;41162;HÔTEL;2 étoiles;-;-;BEST HOTEL NOROTEL;66 rue littré;59000;LILLE;320540002;lille@besthotel.fr;http://www.besthotel.fr/Lille/;-;97;54;-;-;-
41128;41128;HÔTEL;3 étoiles;-;-;HÔTEL DE  LA TREILLE;7 Place Louise de Bettignies;59000;LILLE;03-20-55-45-46;contact@hoteldelatreille.com;www.hoteldelatreille.com;-;60;42;-;-;-
41128;41128;HÔTEL;2 étoiles;-;-;HÔTEL CONTINENTAL;11 PLACE DE LA GARE;59000;LILLE;320062224;hcontinent@wanadoo.fr;www.hotel-continental.fr;-;80;35;-;-;-
41124;41124;HÔTEL;1 étoile;-;-;HÔTEL FAIDHERBE;42 place de la gare;59000;LILLE;320062793;hotelfaidherbe@orange.fr;www.hotel-faidherbe-lille.fr ;-;84;40;-;-;-
41113;41113;HÔTEL;4 étoiles;-;-;HÔTEL UP;17 PLACE DES REIGNAUX;59000;LILLE;320060693;reception@hotelup.fr;www.hotelup.fr;-;122;27;-;-;-
41102;41102;HÔTEL;2 étoiles;-;-;HÔTEL DE LONDRES;16 place de la gare;59000;LILLE;320120910;hoteldelondres@yahoo.fr;www.hoteldelondres.fr;-;20;20;-;-;-
41101;41101;HÔTEL;2 étoiles;-;-;HÔTEL FLANDRE ANGLETERRE;13 Place de la gare;59000;LILLE;320060412;mosude@hotmail.com;http://www.hotel-flandre-angleterre.fr;-;88;44;-;-;-
41050;41050;HÔTEL;2 étoiles;-;-;LE NAPOLÉON;17 place de la gare;59000;LILLE;320421969;martine.lepetz@wanadoo.fr;http://hotel-napoleon-lille.com;-;38;19;-;-;-
41024;41050;HÔTEL;3 étoiles;-;-;HOTEL BEST WESTERN ET SPA GRAND PALAIS;48 BIS RUE DE VALENCIENNES;59000;LILLE;320883966;bestwesterngrandpalais@orange.fr;http://www.best-western-hotel-grand-palais.fr;-;76;40;-;-;-
40990;41479;HÔTEL;1 étoile;-;-;PREMIERE CLASSE LILLE CENTRE;19 PLACE DES REIGNAUX;59000;LILLE;328365110;premiereclasselille@wanadoo.fr;http://www.premiereclasse.com/;-;100;52;-;-;-
40990;41003;HÔTEL;3 étoiles;-;-;HÔTEL KYRIAD LILLE CENTRE GARES;21 place des Reignaux;59000;LILLE;328365118;kyriadlillecentre@wanadoo.fr;-;-;52;33;-;-;-
40962;40962;HÔTEL;3 étoiles;-;-;HÔTEL IBIS OPÉRA;21 rue Lepelletier;59000;LILLE;320062195;h0902@accor.com;-;-;135;59;-;-;-
40920;40920;HÔTEL;3 étoiles;-;-;HOTEL IBIS LILLE CENTRE GARES;29 avenue Charles Saint Venant;59000;LILLE;328363040;h0901-gm@accor.com;http://www.ibishotel.com;-;385;154;-;-;-
40914;40914;HÔTEL;4 étoiles;-;-;SUITE NOVOTEL LILLE EUROPE;Boulevard de Turin;59000;LILLE;320747070;vincent.gasnier@accor.com;http://www.suitenovotel.com;-;439;126;-;-;-
40914;40914;HÔTEL;2 étoiles;-;-;IBIS BUDGET;10 RUE DE COURTRAI;59000;LILLE;892683078;h5208-re@accor.com;http://ibisbudgethotel.ibis.com;-;277;93;-;-;-
40885;40885;HÔTEL;4 étoiles;-;-;NOVOTEL LILLE CENTRE GARES;49 rue de Tournai;59000;LILLE;328386700;h3165@accor.com;http://novotel.com;-;400;96;-;-;-
40876;40878;HÔTEL;4 étoiles;-;-;MERCURE LILLE CENTRE OPERA;2 BOULEVARD CARNOT;59000;LILLE;320147147;h0802-gm@accor.com;http://www.mercure-lille-centre-grand-place.com;-;240;101;-;-;-
40872;40872;HÔTEL;4 étoiles;-;-;NOVOTEL LILLE CENTRE GRAND PLACE;116 RUE DE L'HOPITAL MILITAIRE;59000;LILLE;328385353;H0918-GM@accor.com;http://novotel.com;-;477;104;-;-;-
40836;40836;RÉSIDENCE DE TOURISME;3 étoiles;-;-;APPART'CITY LILLE GRAND PALAIS;19 rue Berthe Morisot;59000;LILLE;328168200;lille-grandpalais@appartcity.com;http://appartcity.com;-;345;-;-;134;-
