"DATE.DE.CLASSEMENT","DATE.DE.PUBLICATION.DE.L.ETABLISSEMENT","TYPOLOGIE.ÉTABLISSEMENT","CLASSEMENT","CATÉGORIE","MENTION","NOM.COMMERCIAL","ADRESSE","CODE.POSTAL","COMMUNE","TÉLÉPHONE","COURRIEL","SITE.INTERNET","TYPE.DE.SÉJOUR","CAPACITÉ.D.ACCUEIL..PERSONNES.","NOMBRE.DE.CHAMBRES","NOMBRE.D.EMPLACEMENTS","NOMBRE.D.UNITES.D.HABITATION","NOMBRE.DE.LOGEMENTS","X","NOT_LUXE","FLAG_ENSEIGNE","NOM_ENSEIGNE"
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL DAUPHIN","18 rue du Palais Gallien ",33000,"BORDEAUX","0556522462","resa@coalachr.com","http://www.coalachr.com","-","33",13,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL DES PINS","92 Boulevard de L'AMéLIE",33780,"SOULAC-SUR-MER","0556732727","info@hotel-des-pins.com","http://hotel-des-pins.com","-","62",29,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL GAMBETTA","66 rue porte dijeaux",33000,"BORDEAUX","0556512183","info@hotel-gambetta.com","http://www.hotel-gambetta.com","-","45",31,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL NOTRE DAME","36-38 rue Notre-Dame",33000,"BORDEAUX","0556528824","hnd33@free.fr","http://www.hotelnotredame33.fr","-","45",22,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL LE RELAIS","32 avenue du général de gaulle",32500,"FLEURANCE","0562060508","hotel-le-relais@wanadoo.fr","www.hotel-le-relais-fleurance.fr","-","44",20,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","LES VALLONS DU LAC","Lac de Miélan",32170,"MIÉLAN","0562675159","lac.mielan@orage.fr","http://www.lacmielan.com/","-","46",21,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","4 étoiles","-","-","NOVOTEL TOULOUSE CENTRE WILSON","15 PLACE WILSON",31000,"TOULOUSE","0561107070","H8505-GM@ACCOR.COM","http://www.novotel.com/fr/hotel-8505-novotel-toulouse-centre-wilson/index.shtml","-","913",133,,,,"",FALSE,TRUE,
"23/07/2012","23/07/2012","HÔTEL","1 étoile","-","-","HÔTEL PREMIÈRE CLASSE PORTET-SUR-GARONNE","5 BOULEVARD DE L'EUROPE",31120,"PORTET-SUR-GARONNE","0561724531","toulouse.portet@premiereclasse.fr","-","-","190",71,,,,"",TRUE,TRUE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL LES DOCTRINAIRES","6 quai du général de gaulle",30300,"BEAUCAIRE","0466592370","accueil@hoteldoctrinaires.com","www.hoteldoctrinaires.com","-","75",32,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","LE RELAIS SARRASIN","1870 route départementale 936",30360,"VÉZÉNOBRES","0466835555","relais-sarrasin@orange.fr","http://www.le-relais-sarrasin.com","-","38",15,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","LE PRÉ GALOFFRE","route de générac",30900,"NÎMES","0466296541","lepregaloffre@wanadoo.fr","http://lepregaloffre.com","-","60",27,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL RESTAURANT LE RICHE ","42 PLACE PIERE SEMARD",30100,"ALÈS","0466860033","reception@leriche.fr","http://leriche.fr","-","35",19,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL DE LA GARE","2 rue Parmentier",29410,"PLEYBER-CHRIST","0298784376","hotelgare@wanadoo.fr","http://hotel-pleyber.com","-","16",8,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","CITOTEL LA COUDRAIE","7 rue du stade",29700,"PLUGUFFAN","0298943126","lacoudraie@gmail.com","http://www.lacoudraie.fr","-","21",11,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","4 étoiles","-","-","LE CLOS","98 Rue de la Ferté Vidame",27130,"VERNEUIL-SUR-AVRE","0232322181","leclos@relaischateaux.com","www.leclos-normandie.com","-","32",11,,,,"",FALSE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HOSTELLERIE SAINT-PIERRE","6 chemin de la Digue",27430,"SAINT-PIERRE-DU-VAUVRAY","0232599329","info@hotel-saintpierre.com","www.hotel-saintpierre.com","-","34",15,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL RESTAURANT LES DEUX SAPINS","24 Rue de la Mairie",27490,"CAILLY-SUR-EURE","0232677513","hotelrestaurantlesdeuxsapins@gmail.com","http://hoteldesdeuxsapins.fr","-","35",16,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","L'HOSTELLERIE DES PINS","148 route de Marseille",26200,"MONTÉLIMAR","0475011588","contact@hostelleriedespins.com","www.hostelleriedespins.com","-","78",43,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL DU MONARD","GOLF DE LA VALDAINE",26740,"MONTBOUCHER-SUR-JABRON","0475007130","hotel@domainedelavaldaine.com","www.domainedelavaldaine.com","-","72",35,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL LES 2 CÔTEAUX","18 rue Joseph Péala",26600,"TAIN-L'HERMITAGE","0475083301","hotel2coteaux@wanadoo.fr","www.hotel-les-2-coteaux-26.com","-","36",18,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL LE MISTRAL ","ROUTE NATIONALe 7, QUARTIER GRAND PéLICAN",26780,"CHÂTEAUNEUF-DU-RHÔNE","0475906565","contact@hotel-lemistral.com","http://hotel-lemistral.com","-","46",19,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","CHARME HÔTEL ","Route Départementale 472",25400,"ARBOUANS","0381304848","charme-hotel@wanadoo.fr","www.charmehotel-montbeliard.com ","-","120",64,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","FASTHOTEL (EN BERGERACOIS)","Lieu-dit Tête Noire",24230,"MONTCARET","0553744060","fh24@orange.fr","www.fasthotelbergeracouest.com","-","64",30,,,,"",TRUE,TRUE,"FASTHOTEL"
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL RELAIS SAINT-JACQUES","place de l'église",24150,"SAINT-CAPRAISE-DE-LALINDE","05.53.63.47.54","francoisecha24@live.fr","www.relais-saint-jacques.fr","-","17",7,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL SAINT-ALBERT","22-24 avenue du général leclerc",24200,"SARLAT","0553315555","hotelsaintalbert@gmail.com","http://hotelsaintalbert.com","-","52",25,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL DE FRANCE","18 PLACE GAMBETTA",24100,"BERGERAC","0553571161","hoteldefrance15@wanadoo.fr","http://hoteldefrance-bergerac.com","-","40",20,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","LE CHAMBELLAN","Place de l'Église",24220,"COUX-ET-BIGAROQUE","0553299011","hotel-chambellan@wanadoo.fr","http://www.hotel-chambellan.fr","-","40",13,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","DOMAINE DE L'ORANGERIE","3 BIS RUE DE LA PAIX",23220,"BONNAT","0555628686","reception@hotel-lorangerie.fr","http://hotel-lorangerie.fr","-","61",30,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","ARMOR HÔTEL","44-46 Boulevard Clémenceau",22200,"GUINGAMP","0296437616","guingamp@armor-hotel.com","armor-hotel.com","-","52",23,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL DE DIANE","12 allée des acacias",22240,"SABLES D'OR LES PINS","0296414207","hoteldiane@orange.fr","http://www.hoteldiane.fr/","-","99",47,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","4 étoiles","-","-","TI AL LANNEC","14 allée de Mezo Guen",22560,"TRÉBEURDEN","0296150101","resp@sfr.fr","http://www.tiallannec.com","-","63",33,,,,"",FALSE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL LE K'LOYS","21 Quai Morand",22500,"PAIMPOL","0296204001","hotelkloys@orange.fr","http://www.k-loys.com","-","36",17,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","LES AGAPANTHES","1 rue Adrien Rebours",22620,"PLOUBAZLANEC","0296558906","contact@hotel-les-agapanthes.com","http://www.hotel-les-agapanthes.com","-","46",21,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","4 étoiles","-","-","CHÂTEAU DE CHALLANGES","478 rue des Templiers, hameau de challanges",21200,"BEAUNE","0380263262","chateau.challanges@wanadoo.fr","chateaudechallanges.com","-","58",24,,,,"",FALSE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL DE L'ÉCU","7 Rue Auguste Carré",21500,"MONTBARD","0380921166","snc.coupat@wanadoo.fr","www.hotelecu-montbard.fr","-","45",25,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","DESHORS-FOUJANET","Le Bourg",19450,"CHAMBOULIVE","0555216205","infos@deshors-foujanet.com","http://deshors-foujanet.com","-","40",20,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL LES TILLEULS","7 Place de la pyrotechnie",18000,"BOURGES","0671361941","jeanluc.guillebastre@hotmail.fr","http://www.les-tilleuls.com","-","90",39,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","1 étoile","-","-","HÔTEL RESTAURANT LE RONSARD","24 avenue de la libération",17700,"SURGÈRES","0546070063","yvette.vaney@neuf.fr","-","-","22",10,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","JERODEL","35 Rue de la Glacière",17580,"LE BOIS-PLAGE-EN-RÉ","0689073346","direction@jerodel.com","http://www.jerodel.com","-","36",12,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL RESTAURANT DE LA PLACE","45 rue rose",17400,"SAINT-JEAN-D'ANGÉLY","0546326911","paris.mail.sinclair@wanadoo.fr","http://www.hoteldelaplace.net","-","19",10,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL LE RICHELIEU","2 place richelieu",17600,"SAUJON","0546028243","richelieu.saujon@wanadoo.fr","http://hotel-lerichelieu-saujon.com","-","48",20,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","RELAIS DES TROIS MARCHANDS","10 rue de Limoges",16220,"MONTBRON","0545707129","relaistroismarchands@orange.fr","-","-","24",11,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL LES PROVINCIALES","5 avenue Jean Jaurès",15130,"ARPAJON-SUR-CÈRE","0471642950","info@hotel-provinciales.com","www.hotel-provinciales.com","-","60",20,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","P'TIT DEJ-HÔTEL SAINT-FLOUR","ALLéE DE NEYRAC",15100,"ANDELAT","0471606850","sf1506@ptitdej-hotel.com","www.ptitdej-hotel.com","-","64",30,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","LA MAISON DE LUCIE","44 rue des capucins",14600,"HONFLEUR","0231144040","info@lamaisondelucie.com","www.lamaisondelucie.com","-","25",12,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL DU POLO","33 Boulevard Mauger",14800,"DEAUVILLE","0231981602","hotelpolo@free.fr","http://www.deauville-hotel-du-polo.com/","-","30",15,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","IBIS BUDGET ","Avenue Michel D'Ornano",14800,"SAINT-ARNOULT","0684773315","H2557-RE@accor.com","http://www.ibisbudget.com","-","225",75,,,,"",TRUE,TRUE,"IBIS"
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL LE COMMERCE","1 rue RAVEL THIMOTéE",13390,"AURIOL","0442047025","marc.galtier3@orange.fr","www.logishotels.com","-","20",11,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HOSTELLERIE DE LA SOURCE","SAINT-PIERRE LèS AUBAGNE",13400,"AUBAGNE","0442040919","hostelleriedelasource@orange.fr","www.hostelleriedelasource.com","-","52",26,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","4 étoiles","-","-","HÔTEL DE L'IMAGE","36 boulevard Victor Hugo",13210,"SAINT-RÉMY-DE-PROVENCE","0490925150","reservation@hoteldelimage.com","http://www.hotel-image.fr/","-","82",32,,,,"",FALSE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL VILLA GLANUM","46 Avenue Vincent Van Gogh",13210,"SAINT-RÉMY-DE-PROVENCE","0490920359","contact@villaglanum.com","villaglanum.com","-","54",24,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL LES LAVANDES","38 Boulevard de la république",13600,"LA CIOTAT","0442084281","hotelleslavandes@free.fr","http://www.hotel-les-lavandes.com","-","37",15,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","KYRIAD AIX LES MILLES PLAN DE CAMPAGNE","ZAC de la Malle, quartier des Chabauds",13320,"BOUC-BEL-AIR","33442373737","kyriad.aix.tgv@gmail.com","-","-","156",78,,,,"",TRUE,TRUE,"KYRIAD"
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HOSTELLERIE LE MIRABEAU","Route Départementale 96",13860,"PEYROLLES-EN-PROVENCE","0442671178","lemirabeau13@free.fr","http://lemirabeau.com","-","18",9,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","MAS DE LA BERTRANDE","487 CHEMIN DE LA PLAINE",13100,"BEAURECUEIL","0442667575","mas-bertrande@hotmail.fr","http://www.mas-bertrande.com","-","22",10,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL LES RIZIÈRES","ROUTE D'ARLES",13460,"SAINTES-MARIES-DE-LA-MER","0490979191","contact@lesrizieres-camargue.com","http://www.lesrizieres-camargue.com","-","65",27,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL DES VOYAGEURS","110 AVENUE JEAN JAURèS",12100,"MILLAU","0565601034","hotel-contact@hotel-voyageurs-millau.com","hotel-voyageurs-millau.com","-","91",30,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL JALADE","18 bis avenue alfred merle",12100,"MILLAU","0565606200","citotel.jalade@hotel-millau.com","http://www.hotel-millau.com/","-","59",23,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL RODIER","Le Monnet, la gare",12560,"CAMPAGNAC","0565704103","contact@hotelrodier.com","www.hotelrodier.com","-","25",9,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","LE RELAIS DU COUSTOUBI","Le Bourg",12460,"CAMPOURIEZ","0565448533","coustoubi@orange.fr","http://www.coustoubi.com","-","17",7,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","AUBERGE DE LA PLANQUETTE","Chemin de la Planquette",12170,"RÉQUISTA","0565466000","planquette@wanadoo.fr","-","-","38",17,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","COMPLEXE HÔTELIER CAP VERT","1 RUE HENRI MICHEL",12400,"SAINT-AFFRIQUE","0565982350","reception@hotel-capvert.com","http://www.hotel-capvert.com","-","81",37,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HOSTELLERIE DU GRAND DUC","2 ROUTE DE BOUCHEVILLE",11140,"GINCLA","0468205502","hotelgranduc@wanadoo.fr","www.hostelleriedugrandduc.com","-","20",9,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL DU COMMERCE","30 rue de la république",10110,"BAR-SUR-SEINE","0325298636","lecommerce10@orange.fr","http://www.hotelrestaurantducommerce.fr","-","33",13,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL RESTAURANT LE COMMERCE ","20 cours docteur Chabaud",9500,"MIREPOIX","0561681029","hotel.lecommerce@gmail.com","le-commerce.fr","-","73",32,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL LA PIERRE BLANCHE","6 avenue de la gare",9250,"GARANOU","0561032630","contact@lapierreblanche.fr","www.lapierreblanche.fr","-","32",15,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL DE LA MEUSE","8 rue de l'épargne",8000,"CHARLEVILLE-MÉZIÈRES","0324333488","contact@hotel-de-la-meuse.fr","www.hotel-de-la-meuse.fr","-","32",18,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL LE PÉLICAN","42 avenue maréchal leclerc",8000,"CHARLEVILLE-MÉZIÈRES","0324564273","hotelpelican@wanadoo.fr","http://www.hotel-pelican-charleville.com","-","45",20,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","KYRIAD SEDAN","89-91 AVENUE DE LA MARNE",8200,"SEDAN","0324294444","kyriadsedan@orange.fr","http://www.kyriad.com","-","82",38,,,,"",TRUE,TRUE,"KYRIAD"
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","L'ESCARBILLE","quartier andronne",7700,"SAINT-MARTIN-D'ARDÈCHE","0475046437","lescarbille@wanadoo.fr","http://www.hotel-restaurant-lescarbille.com","-","32",11,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL DE L'EUROPE","route départementale 104",7260,"JOYEUSE","0475395126","hotel-europe3@wanadoo.fr","http://www.ardeche-hotel.net","-","70",23,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","AUBERGE DE LA TOUR DE BRISON","la chapelette",7110,"SANILHAC","0475392900","belin.c@wanadoo.fr","http://www.belinbrison.com","-","38",14,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","GOUNOD HÔTEL NICE","3 rue gounod",6300,"NICE","0493164200","gounod.nice@wanadoo.fr","http://www.gounod-nice.com","-","90",43,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","4 étoiles","-","-","SPLENDID HÔTEL ET SPA","50 boulevard victor hugo",6000,"NICE","0493164100","info@splendid-nice.com","http://www.splendid-nice.com","-","190",128,,,,"",FALSE,TRUE,"SPLENDID"
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL BACCARAT","39 rue d'angleterre",6000,"NICE","0439883573","baccarathotel@yahoo.fr","-","-","90",33,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL ANTARES","5 avenue thiers ",6000,"NICE","0439882287","antareshotel@yahoo.fr","-","-","98",46,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","4 étoiles","-","-","VILLA VICTORIA","33 boulevard victor hugo",6000,"NICE","0493883960","contact@villa-victoria.com","-","-","80",38,,,,"",FALSE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL SOLARA","7 rue de france",6000,"NICE","049388096","contact@hotelsolara.com","www.hotelsolara.com","-","25",12,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","4 étoiles","-","-","HÔTEL ELLINGTON","25 Boulevard Dubouchage",6000,"NICE","0492477979","reservation@ellington-nice.com","www.ellington-nice.com","-","210",121,,,,"",FALSE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","4 étoiles","-","-","HÔTEL LA VILLA CANNES CROISETTE","8 TRAVERSE ALEXANDRE III",6400,"CANNES","0493941221","contact@hotel-villa-cannes.com","http://www.hotel-villa-cannes.com/","-","62",30,,,,"",FALSE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL BELLEVUE","47 avenue de grasse",6400,"CANNES","0493391713","Hotelbellevuecannes@live.fr","Www.hotelbellevuecannes.com","-","21",12,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL LOCARNO","4 avenue des Baumettes",6000,"NICE","0493962800","hotellocarno@aol.fr","www.hotel-locarno.com","-","87",48,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL STARS","905 CHEMIN DU VALBOSQUET",6600,"ANTIBES","0493744242","stars-antibes@jjwhotels.com","http://antibes.starshotels.fr/","-","90",45,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL VENDÔME","26 RUE PASTORELLI",6000,"NICE","0493620077","contact@vendome-hotel-nice.com","http://www.vendome-hotel-nice.com","-","99",56,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","5 étoiles","-","-","HÔTEL LE CAP ESTEL","1312 avenue Raymond Poincaré",6360,"ÈZE","0493762929","contact@capestel.com","http://www.capestel.com","-","42",18,,,,"",FALSE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL LA BALME ALPHAND","Les Plans, Chantemerle",5330,"SAINT-CHAFFREY","0492240189","contact@hotel-labalme-alphand.com","www.hotel-alphand-labalme.com","-","64",20,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","LA BOULE DE NEIGE","15 rue du centre",5330,"SAINT-CHAFFREY","0492240016","hotel.bouledeneige@orange.fr","http://www.hotel-labouledeneige.com/","-","31",10,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL LA PORTETTE","quartier pramouton",5200,"LES ORRES","0492440002","laportette@wanadoo.fr","http://laportette.fr/","-","80",26,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","CHEZ ENGILBERGE ","AILEFROIDE",5340,"PELVOUX","0492233205","fredengilberge@live.fr","www.hotelengilberge.com","-","50",24,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL MONT THABOR","1 chemin de l'envers",5240,"LA SALLE LES ALPES","0492247441","hotelmonthabor@wanadoo.fr","http://www.mont-thabor.com","-","60",27,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL LE CLOS","20 ter avenue du commandant dumont",5000,"GAP","0492513704","jeanpierre.zenou@wanadoo.fr","http://www.leclos.fr","-","120",27,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL LES DEUX LIONS","Rue Hilarion Bourret",4500,"RIEZ","04 92 77 27 75","hotellesdeuxlions@yahoo.fr","http://www.hotel-les-2-lions-riez.fr","-","60",30,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","2 étoiles","-","-","TONIC HÔTEL","36 Avenue des Thermes",4000,"DIGNE-LES-BAINS","04 92 32 20 31","contact@hotel-tonic-digne.com","http://www.hotel-tonic-digne.com/","-","290",60,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL-RÉSIDENCE LOU PARADOU","ROUTE DE VALENSOLE",4800,"GRÉOUX-LES-BAINS","0492742770","info@louparadou.com","http://www.louparadou.com","-","96",29,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","LA COLOMBIÈRE","136 avenue de Thiers",3200,"ABREST","0470986915","lacolombiere@wanadoo.fr","www.restaurantlacolombiere03.fr","-","6",3,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","1 étoile","-","-","NOUVEL HÔTEL HENRY","29 place de la république",3130,"LE DONJON","0470995366","therese.henry@wanadoo.fr","www.nouvelhotel03.com","-","15",6,,,,"",TRUE,FALSE,
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","CAMPANILE MONTLUÇON SAINT-VICTOR","5 RUE DU COMMERCE",3410,"SAINT-VICTOR","0470284848","montlucon.stvictor@campanile.fr","http://www.campanile-montlucon-saint-victor.fr/fr","-","104",48,,,,"",TRUE,TRUE,"CAMPANILE"
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL KYRIAD MONTLUÇON","Centre commercial Saint Jacques, Quai Louis Blanc ",3100,"MONTLUÇON","0470037429","kyriad.montlucon.dir@shfrance.com","http://www.kyriad-montlucon.fr/fr/index.aspx","-","258",50,,,,"",TRUE,TRUE,"KYRIAD"
"23/07/2012","23/07/2012","HÔTEL","3 étoiles","-","-","HÔTEL LE CHÊNE VERT","35 BOULEVARD LEDRU ROLLIN",3500,"SAINT-POURÇAIN-SUR-SIOULE","0470477700","hotel.chenevert@wanadoo.fr","http://www.hotel-restaurant-chene-vert.com","-","53",29,,,,"",TRUE,FALSE,
"20/07/2012","20/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL RESTAURANT DES VOYAGEURS","132 AVENUE ALBERT MAZADE",26250,"LIVRON-SUR-DRÔME","0475616520","hotelvoyageurslivron@wanadoo.fr","http://hotelvoyageursrestaurantrobin.fr","-","19",6,,,,"",TRUE,FALSE,
"20/07/2012","20/07/2012","HÔTEL","3 étoiles","-","-","KYRIAD GENÈVE SAINT-GENIS POUILLY","85 ROUTE DE LA FAUCILLE",1630,"SAINT-GENIS-POUILLY","0450420520","geneve.stgenis@kyriad.fr","http://www.kyriad-geneve-saint-genis-pouilly.fr/fr/index.aspx","-","82",41,,,,"",TRUE,TRUE,"KYRIAD"
"20/07/2012","20/07/2012","HÔTEL","2 étoiles","-","-","HÔTEL WEEK-END ","139 rue du colonel bachetta",73420,"VIVIERS-DU-LAC","0479544022","contact@weekendhotel.com","http://www.hotel-weekend.fr","-","28",10,,,,"",TRUE,FALSE,
